Ingredient,Vector
beans,"[-0.043141138, 0.05948708, 0.0023273455, 0.021729743, -0.06968728, 0.024522671, -0.005910006, 0.062399518, 0.0429516, 0.060325917, -0.027443876, 0.05017995, 0.07498928, -0.035143383, 0.015710443, 0.045149274, -0.034755446, 0.030851837, 0.056100316, 0.053869314, -0.050524093, 0.031048274, 0.013737946, 0.03215232, -0.006236932, 0.07138798, -0.017047035, -0.08121075, -0.054183435, -0.027428556, 0.047898687, 0.040590696, 0.04289203, 0.02408843, 0.017425185, -0.0059136394, 0.012843283, 0.027593788, -0.013245445, -0.05064573, 0.057526294, -0.06527709, -0.0714843, -0.049319115, -0.008580685, -0.054881055, 0.028068542, -0.048474986, -0.009702642, 0.0013478406, -0.043915227, -0.010005045, 0.0071239094, -0.03290976, 0.074334346, 0.04233188, 0.06311976, -0.016299346, 0.035759542, -0.027619569, 0.036776204, -0.0018934938, -0.003149886, -0.032571483, 0.032189146, -0.021957537, -0.02921432, -0.0055056023, 0.04620875, -0.021566525, -0.064080104, -0.021252224, 0.05372031, 0.007452224, 0.035621587, 0.046741065, 0.026270838, -0.008400368, 0.04883158, -0.02003236, 0.06360577, 0.05749139, 0.07757918, 0.06093475, 0.019350465, 0.060352113, -0.053472675, -0.056056682, 0.06605256, -0.045567695, 0.024159484, -0.017287297, -0.023423586, 0.033465564, -0.049095806, -0.003782925, 0.04696923, 0.07150059, 0.048541784, -0.00019120178]"
ricotta,"[-0.059540484, 0.0540813, 0.01612992, 0.022116538, -0.076362625, 0.01726941, 0.0047315178, 0.030694732, 0.04656507, 0.028343234, -0.03858211, 0.04873256, 0.06448295, -0.033815492, -0.012825997, 0.03401216, -0.017462833, 0.03255827, 0.036291253, 0.06953984, -0.038496036, 0.012375597, 0.0036204646, 0.00087249116, -0.010378996, 0.06479071, -0.020821955, -0.06335135, -0.059787955, -0.021160204, 0.05022813, 0.02159707, 0.03365933, 0.034725893, -0.0016037641, -0.0008560353, 0.024257349, 0.026296986, -0.012461987, -0.05325685, 0.059228547, -0.04654114, -0.048412964, -0.018861048, 0.016996369, -0.039998684, 0.014791167, -0.03756939, -0.011920025, 0.018880682, -0.03549086, 0.00011388959, 0.0051831114, -0.012230834, 0.051643185, 0.028155627, 0.036125556, -0.009248708, 0.0025250928, -0.016189303, 0.0039392817, -0.010155945, 0.009774405, -0.018284373, 0.04475612, -0.0033278703, -0.029636176, 0.00553883, 0.05968723, 0.0024439741, -0.06496315, -0.013848136, 0.03522609, 0.025426421, 0.025161222, 0.044977624, 0.017779266, -0.0087499, 0.038325816, 0.0043556206, 0.047117773, 0.05413806, 0.068212874, 0.037937876, 0.01006691, 0.04225762, -0.047445983, -0.038389772, 0.03679336, -0.03789284, 0.011792715, -0.025649527, -0.008360317, 0.04041238, -0.042551037, -0.0038606317, 0.020635778, 0.046338715, 0.036521982, -0.006544754]"
sesame_paste,"[-0.03535472, 0.020608561, 0.0144607965, 0.02207066, -0.040757224, 0.019040756, 0.008296684, 0.026944976, 0.027582731, 0.039099127, -0.023751898, 0.037021324, 0.04489253, -0.025415875, -0.0094754575, 0.041051265, -0.021875937, 0.023434304, 0.03945468, 0.037749995, -0.038961668, -0.02402194, 0.024059748, -0.019986978, -0.014827091, 0.03204331, -0.02411406, -0.039032888, -0.031797595, -0.035095457, 0.021723522, -0.0037010112, 0.023903118, 0.02531891, 0.02307119, -0.025797809, 0.019415641, 0.019791458, 0.027074397, -0.021583254, 0.02551873, -0.033940602, -0.031519137, -0.026323097, 0.016756512, -0.031324457, 0.0331587, -0.034967646, -0.031381868, 0.013237359, -0.022064108, -0.014227189, 0.032473903, 0.019791909, 0.037211914, 0.031820595, 0.025864398, -0.02135177, -0.0025643161, -0.026459001, -0.006049426, -0.017356552, 0.028424568, -0.03191709, 0.03468007, 0.01195446, -0.017410059, -0.020248042, 0.035017267, 0.021137781, -0.02607315, -0.013623722, 0.03531266, 0.02399506, 0.03714075, 0.033475116, 0.022721944, -0.010110819, 0.025063151, -0.029274415, 0.037129443, 0.027308641, 0.03963482, 0.037674297, -0.008334871, 0.031163039, -0.022884972, -0.022719124, 0.043044224, -0.030857587, -0.021154024, -0.018294781, -0.034100212, 0.023455715, -0.039610825, 0.012830647, -0.002934691, 0.04187794, 0.029177103, 0.021835152]"
pickled_vegetables,"[-0.025573578, 0.030739766, 0.025995273, 0.015266987, -0.04422149, 0.011974064, 0.011715696, 0.044596788, 0.0143048335, 0.033466913, -0.029583924, 0.024660958, 0.034080405, -0.016396396, -0.012659099, 0.027169539, -0.012815008, 0.031216804, 0.016986234, 0.033048537, -0.028086247, -0.012598381, 0.026736448, -0.012186206, -0.02499299, 0.032860264, -0.024170615, -0.03529798, -0.0283875, -0.033010095, 0.028477447, -0.0023229877, 0.03193759, 0.022861661, 0.01329648, -0.031056533, 0.030462494, 0.024593169, 0.016562901, -0.019091565, 0.021924494, -0.026758669, -0.036654595, -0.01778549, 0.02222438, -0.021894965, 0.022238076, -0.016867977, -0.024499744, 0.02943084, -0.028738331, -0.03318752, 0.029538328, 0.0035219314, 0.036175992, 0.032678146, 0.03372366, -0.029473333, -0.004027881, -0.02179708, -0.017258318, -0.030999092, 0.012865784, -0.03645419, 0.031444743, 0.01335338, -0.0114132585, -0.024118355, 0.024829585, 0.018796807, -0.03182614, -0.027214942, 0.02979168, 0.026733374, 0.019253327, 0.028926505, 0.03972264, -0.032957826, 0.018753946, -0.021212135, 0.034958374, 0.018478613, 0.016365442, 0.027972618, -0.013653141, 0.04438498, -0.023262454, -0.02004658, 0.028066332, -0.01640753, -0.0035531141, -0.024978446, -0.014703379, 0.024083083, -0.020573294, 0.021318613, -0.014720723, 0.02268077, 0.017053574, 0.01907187]"
jaggery,"[-0.027429549, 0.018204968, 0.016508197, 0.020886676, -0.05123569, 0.016119674, 0.011294884, 0.038698, 0.032601256, 0.038039375, -0.02486638, 0.029613152, 0.032199763, -0.034464117, -0.007194858, 0.02874067, -0.017849494, 0.03653286, 0.030127402, 0.035459746, -0.040974833, -0.020112569, 0.027111722, -0.016390678, -0.015388527, 0.040978152, -0.013899689, -0.03936988, -0.03655385, -0.034175735, 0.022827493, -0.013149949, 0.03784815, 0.00564643, 0.023521218, -0.030972503, 0.025112594, 0.019631762, -0.00078582554, -0.015655922, 0.02393711, -0.026361063, -0.026560964, -0.044424564, 0.010192841, -0.026890432, 0.019645283, -0.013967415, -0.006319738, 0.01169546, -0.024257509, -0.023093536, 0.02743356, 0.0011082637, 0.044133574, 0.022782924, 0.03920508, -0.01760991, -0.012165152, -0.016120324, -0.0017336621, -0.018638667, 0.023612529, -0.041213028, 0.02110701, 0.013097323, -0.023760606, -0.019673077, 0.026489409, 0.008129247, -0.03811523, -0.022681817, 0.024991991, 0.02382108, 0.021353822, 0.032100458, 0.021264823, -0.022581909, 0.020223524, -0.017635472, 0.023614723, 0.031912953, 0.032321174, 0.0322797, -0.002830737, 0.03799837, -0.029516092, -0.026799798, 0.025423782, -0.025309863, -0.0025048484, -0.018996634, -0.027057633, 0.023566294, -0.031233285, 0.017504916, 0.0005133218, 0.036761153, 0.029637337, 0.02269693]"
firmly_packed_brown_sugar,"[-0.032262307, 0.04065881, 0.044967346, 0.014017372, -0.096646085, 0.009915708, 0.0089584235, 0.054589767, 0.024945542, 0.072553545, -0.07392511, 0.045762345, 0.03494207, -0.02301772, 0.0015407271, 0.055581704, -0.029030189, 0.023320738, 0.034266017, 0.038961876, -0.07136085, 0.014656473, 0.024633005, -0.0031461916, -0.0118394075, 0.037120238, 0.010007168, -0.089963675, -0.041505817, -0.01973872, 0.038249236, 0.03292008, 0.06289837, -0.0061576306, 0.021373417, -0.020443669, 0.05425721, 0.03622661, 0.0024967997, -0.032824483, 0.02697943, -0.02458517, -0.059532013, -0.045776717, 0.030272106, -0.029414238, 0.028724508, -0.010146812, -0.014703299, 0.015486631, -0.02878538, -0.034344558, 0.008792767, -0.015375929, 0.07833089, 0.02860659, 0.06874222, -0.04104579, 0.028960474, -0.01761238, 0.0046645543, -0.014985519, 0.014110732, -0.03534249, 0.037220918, -0.005760888, -0.01731655, -0.008866761, 0.050915662, -0.0047909576, -0.028399186, -0.049944434, 0.014661281, 0.026557524, 0.019968282, 0.017209686, 0.03920247, -0.03069163, 0.0180155, -0.0360998, 0.04213424, 0.033796776, 0.03479369, 0.06255222, -0.0005551401, 0.07501527, -0.04339132, -0.028926052, 0.028422618, -0.010301742, 0.027032902, -0.042145733, -0.034083173, 0.022967612, -0.02378201, -0.0021592565, 0.035459187, 0.02773024, 0.028276987, 0.036400594]"
chopped_pecans,"[-0.037431616, 0.035457037, 0.05526517, 2.9268476e-05, -0.14890796, 0.006761664, -0.007432879, 0.07227891, 0.004169099, 0.10121294, -0.08776448, 0.036381483, 0.043409117, -0.03606472, 0.051030036, 0.08810804, -0.040225055, 0.035520233, 0.036102142, 0.009097703, -0.10474881, 0.0485014, 0.010031319, 0.03229973, -0.011289159, 0.06653382, 0.026692288, -0.15844142, -0.046667304, -0.038090605, 0.043271966, 0.060271997, 0.09125837, -0.07157727, 0.001506489, -0.031670276, 0.04854504, 0.016864067, -0.030028889, -0.015876748, 0.010920296, -0.013092203, -0.07389024, -0.060216498, 0.031420186, -0.034333892, 0.030181183, 0.010659505, -0.0033927714, 0.006862995, -0.036108017, -0.02288036, 0.01454374, -0.0565706, 0.11446547, 0.060867094, 0.09318261, -0.034878615, 0.09741817, -0.0075701247, 0.02309573, -0.021482673, 0.00040403352, -0.045623735, 0.05027313, -0.041195843, 0.0032512743, -0.002096085, 0.08098331, -0.022436244, -0.028612513, -0.06300266, 0.009054688, 0.014974942, 0.026328724, 0.00018219346, 0.04021896, -0.04505077, 0.020753317, -0.040005315, 0.023831477, 0.03491578, 0.023081033, 0.084395304, 0.031023566, 0.09570437, -0.06830341, -0.053997684, 0.014309011, -0.012584697, 0.05195996, -0.05156515, -0.033677265, 0.021879032, -0.035054132, -0.023909044, 0.07021072, 0.036662657, 0.05026059, 0.03146637]"
kimchi,"[-0.046781678, 0.050301343, 0.00491392, 0.02406194, -0.08852209, 0.018347455, -0.0007134081, 0.057870276, 0.03674078, 0.08895659, -0.04143731, 0.059216276, 0.07072781, -0.043951772, 0.018041864, 0.058658894, -0.038560536, 0.030814778, 0.043725606, 0.061447974, -0.06494673, 0.030207334, 0.012463597, 0.05517793, -0.0166869, 0.077728346, -0.0003244505, -0.08753778, -0.054065045, -0.023169942, 0.035172224, 0.07290062, 0.05344643, -0.0014305776, -0.0007252488, -0.02325456, 0.012962742, 0.020724244, -0.0124209, -0.0373703, 0.052379306, -0.047617223, -0.047837425, -0.047135275, -0.0048962063, -0.06279273, 0.025225135, -0.02811661, -0.009438697, 0.018743223, -0.032926127, -0.021347925, 0.009383446, -0.050322846, 0.09079307, 0.040370826, 0.072906524, -0.029578948, 0.06014356, -0.03286466, 0.0462806, -0.018995974, 0.0064748432, -0.045105472, 0.03729016, -0.031669818, -0.017316148, -0.014039138, 0.052077953, -0.035408087, -0.05058926, -0.013250452, 0.04391989, 0.030256117, 0.03790002, 0.041320562, 0.043163404, 0.0013349268, 0.03998857, -0.034911275, 0.0630456, 0.04210656, 0.053649805, 0.068826094, 0.04703234, 0.06960639, -0.039777588, -0.043364424, 0.05128207, -0.03910147, 0.031538952, -0.04012978, -0.03901766, 0.038017932, -0.04455452, -0.008502511, 0.054482993, 0.055724103, 0.038857955, -0.005021696]"
chili,"[-0.043922026, 0.06414753, -0.0070746555, 0.009185242, -0.09735705, 0.012110604, -0.014695749, 0.053674385, 0.045790467, 0.082210734, -0.04370465, 0.048198894, 0.07828117, -0.04449189, 0.010516838, 0.05570785, -0.03737683, 0.047494866, 0.040400695, 0.07114671, -0.054249424, 0.029826343, -0.00038062228, 0.032035906, -0.004525302, 0.07692106, -0.01194796, -0.09987673, -0.0577321, -0.03158948, 0.056912042, 0.07143555, 0.05597445, 0.005892014, 0.0063037495, -0.017836269, 0.010740189, 0.019354455, -0.018707292, -0.04420687, 0.062065784, -0.060472675, -0.07569215, -0.0491165, -0.012510603, -0.06551208, 0.017618757, -0.039668452, -0.011634934, -0.005347833, -0.042897955, -0.00733938, 0.019810004, -0.035113055, 0.06691661, 0.04099964, 0.0694483, -0.02661959, 0.056509472, -0.022600925, 0.025208317, -0.006467016, 0.00022267945, -0.04675172, 0.03711065, -0.015784262, -0.03108599, 0.0014416798, 0.055916063, -0.03392356, -0.05956279, -0.0030765068, 0.040548876, 0.013759657, 0.047540814, 0.03671354, 0.030670993, 0.0029657339, 0.044682357, -0.032499336, 0.058162116, 0.059061304, 0.068742685, 0.06862632, 0.021730946, 0.058692478, -0.04273076, -0.060895517, 0.047470268, -0.03896383, 0.03175606, -0.034445904, -0.04282037, 0.025677698, -0.046395443, -0.012471336, 0.050468646, 0.06836041, 0.058151305, -0.00829911]"
dressing,"[-0.03288174, 0.047590934, 0.009574281, 0.019655945, -0.06506238, 0.020089384, 0.005050625, 0.027984815, 0.04100247, 0.053308364, -0.024937306, 0.046108652, 0.05094419, -0.029167987, -0.01397553, 0.029230444, -0.02461469, 0.026750632, 0.045838196, 0.03824825, -0.03135634, 0.007037893, 0.018096657, 0.00022174537, -0.019868629, 0.054207988, -0.012326573, -0.048085127, -0.04558048, -0.03206346, 0.03748248, 0.014420817, 0.028185148, 0.026500255, 0.0139588425, -0.021964619, 0.007671617, 0.017320514, -0.0028623953, -0.0390608, 0.035267506, -0.05201368, -0.039511528, -0.03993324, 0.019236576, -0.04028824, 0.02956345, -0.028549917, -0.0136225475, 0.0065282965, -0.042609025, -0.010937316, 0.022422852, -0.0072670155, 0.048925444, 0.031537294, 0.04282409, -0.0154751185, 0.01762007, -0.018872485, 0.0077726324, -0.020642672, 0.01200677, -0.037852295, 0.024562536, 0.011046683, -0.023052309, -0.012224038, 0.033364594, -0.0011014789, -0.050747667, -0.01760273, 0.039211433, 0.01737957, 0.03418753, 0.030837586, 0.03147851, -0.0020806114, 0.0347232, -0.011334898, 0.045159888, 0.04048164, 0.049683582, 0.035205152, -0.008901073, 0.04279941, -0.03369835, -0.044858772, 0.039400212, -0.031577226, -0.0032936214, -0.018199582, -0.035694163, 0.032488868, -0.03896745, 0.0016884656, 0.011417696, 0.041910768, 0.032213617, 0.0013889434]"
salad,"[-0.034257617, 0.040196195, 0.022776682, 0.013252613, -0.0620279, 0.01807438, 0.005932936, 0.036411133, 0.03123721, 0.04982114, -0.03488903, 0.032427426, 0.046487495, -0.03900869, -0.009182796, 0.034538448, -0.028183803, 0.0359723, 0.03431197, 0.04972198, -0.030248947, 0.0043071914, 0.009319122, 0.014852231, -8.500509e-05, 0.050354008, -0.0114624, -0.060253836, -0.0329658, -0.016472086, 0.03719016, 0.012351488, 0.04320276, 0.017150132, 0.00031483363, -0.024531925, 0.022977063, 0.03433349, 0.0023521357, -0.035714794, 0.04302375, -0.031829044, -0.049772996, -0.039928343, 0.0059338612, -0.04309478, 0.018716723, -0.03245354, -0.008783382, 0.0013986868, -0.022410303, -0.016999844, 0.021293288, -0.0047925855, 0.044254594, 0.027737254, 0.03315032, -0.026707245, 0.010694852, -0.0129949115, 0.014911563, -0.022596113, 0.007931223, -0.0276433, 0.033670306, 0.009541879, -0.023501454, -0.010760134, 0.03494548, -0.0052190702, -0.050140526, -0.024365084, 0.04490562, 0.0074847443, 0.032258283, 0.036706783, 0.026523117, -0.018734884, 0.031921078, -0.0116850985, 0.04858335, 0.04295492, 0.052272003, 0.038463764, 0.009358341, 0.032268964, -0.042777337, -0.04349951, 0.046363126, -0.026683629, 0.004730001, -0.037528265, -0.016991215, 0.03147795, -0.04178071, 0.0043255487, 0.00930772, 0.04160407, 0.04344776, 0.013321883]"
polenta,"[-0.046882764, 0.058321193, 0.026147062, 0.023273554, -0.07737277, 0.019970594, -0.003478066, 0.038018644, 0.04659878, 0.034939714, -0.03722402, 0.044045854, 0.07432435, -0.04048944, -0.011767766, 0.03888555, -0.0188659, 0.031159518, 0.04333514, 0.06505419, -0.04608391, 0.017114395, 0.006982471, 0.009925857, 0.003606808, 0.06738554, -0.012411261, -0.06298609, -0.061184723, -0.034702122, 0.038356714, 0.019043522, 0.04944302, 0.019207757, 0.010985798, -0.0021554797, 0.030148543, 0.02801859, 0.001503827, -0.050107405, 0.052688807, -0.060653955, -0.055510797, -0.036838632, 0.012372277, -0.052203033, 0.013931458, -0.038938534, -0.029038595, 0.0069743446, -0.02024208, -0.01601582, 0.018880827, -0.020917492, 0.06128561, 0.0355455, 0.030840721, -0.01205342, 0.0139869535, -0.01771757, 0.014466459, -0.005748177, 0.0077288845, -0.025586622, 0.0375356, -0.010303312, -0.035175677, -0.002655876, 0.050209858, -0.005726592, -0.056267343, -0.016020047, 0.034939818, 0.008420835, 0.027540604, 0.04020097, 0.008958378, -0.010619838, 0.042447764, 0.004975888, 0.061652277, 0.05607158, 0.06437043, 0.046603117, 0.00027018157, 0.04331875, -0.036514822, -0.03889657, 0.042272855, -0.033005334, 0.021916907, -0.010483726, -0.022402976, 0.030699588, -0.049791668, 0.013236783, 0.012383214, 0.05417706, 0.041920222, 0.012775355]"
sweet_chili_sauce,"[-0.040891603, 0.061960403, 0.009770547, 0.0225463, -0.10268482, 0.00070259895, -0.0068652392, 0.048365667, 0.031324886, 0.06959163, -0.045393605, 0.057068627, 0.079131216, -0.034781676, 0.017922625, 0.06334769, -0.026419261, 0.045945853, 0.045766346, 0.06919069, -0.061564125, 0.027581789, 0.0007395713, 0.026690355, -0.0080240965, 0.07028312, 0.0046850503, -0.09263305, -0.0671844, -0.022425627, 0.056831304, 0.060764402, 0.056422465, 0.009119896, -0.0021859575, -0.011351447, 0.025822949, 0.033405297, -0.030788241, -0.05414083, 0.0531286, -0.05768627, -0.05948457, -0.06600527, -0.0010275926, -0.060744002, 0.036485024, -0.043407887, -0.009722801, 0.008452973, -0.040866084, -0.01875838, 0.0048032496, -0.03137953, 0.09205309, 0.03215829, 0.06578748, -0.03367798, 0.06966648, -0.0218323, 0.040644884, -0.019023221, -0.00054791884, -0.043316323, 0.0428838, -0.02967249, -0.026856784, -0.012601533, 0.06538231, -0.026226467, -0.076437704, -0.025559196, 0.042029902, 0.0167874, 0.042480215, 0.028495075, 0.03868121, -0.005235089, 0.045421816, -0.014482856, 0.05247425, 0.05765626, 0.065307565, 0.06504127, 0.041603032, 0.05295109, -0.05278148, -0.05382888, 0.06516805, -0.041919842, 0.03255494, -0.036449198, -0.03071465, 0.039190777, -0.04121155, -0.0016467758, 0.064060606, 0.07041905, 0.048349082, -0.0003495916]"
refrigerated_crescent_rolls,"[-0.020715876, 0.03392093, 0.009065273, 0.021395817, -0.033836138, 0.029671147, 0.019891618, 0.030158635, 0.03281493, 0.031728335, -0.021990051, 0.026781099, 0.02213642, -0.021634066, -0.01954484, 0.017706584, -0.02283066, 0.019171448, 0.02314573, 0.031993013, -0.013721359, -0.022966906, 0.018447615, -0.012244141, -0.023167731, 0.03930524, -0.022226041, -0.03769384, -0.03005265, -0.01912408, 0.034086645, 0.00031586434, 0.020275684, 0.021067666, 0.01301728, -0.020957544, 0.026725728, 0.029784152, 0.013462086, -0.03715971, 0.035952665, -0.036455553, -0.01850463, -0.01704929, 0.023304438, -0.03553895, 0.022068908, -0.035904333, -0.024228364, 0.014813971, -0.023407968, -0.0127260145, 0.015610891, 0.011048724, 0.016361132, 0.02040424, 0.02421513, -0.027047398, -0.02412396, -0.018354042, -0.0129959, -0.020798247, 0.02534552, -0.02551674, 0.02149579, 0.026940592, -0.032457918, -0.0077631692, 0.01832788, 0.018616514, -0.03497009, -0.018182416, 0.023241796, 0.024053795, 0.036075134, 0.017047228, 0.014718856, -0.013819604, 0.036033273, -0.010054157, 0.03244324, 0.02027898, 0.022534594, 0.018972252, -0.0136360675, 0.019300137, -0.026825685, -0.025050394, 0.018954178, -0.02173522, -0.022705723, -0.010368145, -0.03161983, 0.02260031, -0.027740069, 0.022415364, -0.011397881, 0.029538, 0.015906066, 0.01042167]"
red_enchilada_sauce,"[-0.041609794, 0.046822257, 0.0045216414, 0.008055807, -0.066118486, 0.015059117, 0.008937387, 0.030744895, 0.03750186, 0.04396711, -0.020439569, 0.053622283, 0.05823643, -0.040768087, -0.0009382626, 0.04261191, -0.0086199865, 0.03132888, 0.05006573, 0.046037387, -0.030037513, 0.0016159627, 0.0060642497, -0.00071732816, -0.014397904, 0.04762283, -0.0151063325, -0.05175451, -0.046411425, -0.014015221, 0.04123407, 0.004945254, 0.028893301, 0.02922579, 0.013345858, -0.018263815, 0.0053957803, 0.020467209, -0.0043073515, -0.051457383, 0.055947896, -0.043714743, -0.045241628, -0.042152584, 0.017265314, -0.048442032, 0.014279001, -0.042381875, -0.009211392, 0.0026288128, -0.01847221, -0.011979466, 0.025535284, -0.0065249978, 0.050631363, 0.020387499, 0.040231887, -0.017474303, -0.0024888841, -0.024496134, 0.009454488, -0.015342789, 0.017596925, -0.023942543, 0.015785642, 0.011331482, -0.036432162, -0.012032552, 0.04556685, 0.001916308, -0.053003848, -0.009542857, 0.036972687, 0.018603055, 0.04543388, 0.049407773, 0.030383732, -0.012096228, 0.0392159, -0.017080612, 0.050328378, 0.043421224, 0.07113138, 0.046204504, -0.013793171, 0.04724033, -0.031611796, -0.039573483, 0.0425782, -0.049450684, 0.013525786, -0.018096095, -0.017994542, 0.025682958, -0.052494887, -0.0048506144, 0.011879234, 0.05670023, 0.035380963, 0.020000307]"
